url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_params,has_ip,has_https,suspicious_tld,domain_length,num_subdomains,has_at_symbol,has_double_slash,entropy,label
105,3,5,1,8,13,2,1,0,1,31,4,0,0,4.4590796321811474,1
194,6,7,4,7,5,2,0,1,1,39,3,1,0,4.950298325440091,1
42,2,0,0,3,3,1,0,1,1,18,1,0,0,2.6641038915596873,0
194,8,2,4,7,19,7,1,1,1,26,3,0,0,3.7825775140023095,1
55,1,1,0,3,3,2,0,0,1,15,1,0,0,2.763622742849707,0
103,9,2,1,5,18,4,1,0,1,33,4,0,0,4.24444268825096,1
170,6,4,2,3,17,3,0,1,1,15,5,0,1,4.22020240945756,1
134,7,2,1,5,17,9,1,1,1,25,3,0,0,3.6180465127930987,1
39,2,0,0,3,0,2,0,1,0,6,0,0,0,2.8417253186527613,0
80,3,7,4,5,5,7,1,1,0,28,4,0,1,4.7189189586322575,1
35,2,0,0,1,0,1,0,1,0,10,1,0,0,2.7566371190951555,0
45,1,1,0,3,1,2,0,0,0,8,0,0,0,2.5336896917314897,0
30,1,0,0,2,2,2,0,0,0,14,1,0,0,2.2943514225317836,0
13,2,1,0,1,3,2,0,1,0,16,0,0,0,2.0826644599110002,0
72,4,2,3,7,14,8,1,1,1,33,2,0,0,4.867732390455114,1
181,3,7,2,5,5,7,1,1,1,18,2,1,0,4.8389169920662205,1
87,5,2,1,9,11,5,1,1,0,28,2,1,1,3.5601869303915143,1
193,3,6,2,3,16,8,1,1,0,19,3,0,0,4.373853363822217,1
22,2,1,0,2,0,2,0,0,0,8,1,0,0,3.0882170510232303,0
32,1,1,0,1,0,1,0,1,1,7,0,0,0,3.2112169034778635,0
79,6,3,4,7,11,2,1,0,1,34,5,1,0,3.6946744485839167,1
171,4,2,4,9,10,9,1,1,1,35,2,0,0,4.414201645049933,1
80,6,3,4,3,14,2,0,0,1,33,5,1,0,4.419026517011911,1
59,2,0,0,1,1,2,0,1,0,13,0,0,0,2.2229498233668274,0
41,2,1,0,1,3,1,0,1,0,5,1,0,0,3.1576744086025217,0
119,3,5,1,8,8,7,1,0,1,38,5,1,0,3.8828486515164253,1
42,1,0,0,2,1,1,0,1,0,5,0,0,0,2.7504577345317722,0
60,3,7,4,8,6,4,1,1,1,30,5,0,0,4.898804128703336,1
25,1,1,0,1,2,0,0,1,0,15,0,0,0,2.7338448503069195,0
17,2,1,0,1,2,0,0,0,0,11,0,0,0,3.0873691199366595,0
131,3,4,2,7,12,4,0,1,0,33,3,1,0,4.871662594231008,1
48,2,0,0,3,0,2,0,1,0,13,1,0,0,2.5957803294756934,0
25,2,0,0,1,4,2,0,1,0,9,1,0,0,2.23585349764135,0
42,1,1,0,2,3,0,0,1,1,11,0,0,0,2.7329073888169773,0
43,2,0,0,1,2,2,0,1,0,17,0,0,0,2.835510209469693,0
126,3,3,3,7,17,7,1,0,0,23,5,0,0,3.721179513899269,1
126,5,2,1,6,8,6,1,0,1,21,4,0,1,4.250537540576586,1
15,1,0,0,1,1,1,0,1,0,17,1,0,0,2.842033736284007,0
169,6,3,2,9,5,6,0,0,1,17,4,0,0,4.609432526979493,1
152,4,4,3,3,16,7,1,0,1,33,4,0,1,4.51718375230497,1
54,2,1,0,1,3,0,0,1,0,15,0,0,0,2.532934464828978,0
132,9,7,4,8,7,8,1,0,0,28,3,0,0,3.716869565359377,1
158,7,6,3,4,16,4,0,0,1,16,5,0,0,4.561303156618166,1
52,2,1,0,2,3,2,0,0,0,19,1,0,0,2.8458005478376496,0
108,5,5,4,8,12,9,1,0,1,33,5,0,0,3.5696504832242186,1
11,2,0,0,1,3,0,0,1,0,10,0,0,0,2.847548787463925,0
138,7,3,2,4,8,9,1,0,0,39,4,0,0,4.067037424151603,1
22,1,0,0,2,4,1,0,1,0,14,0,0,0,2.0386136146208242,0
46,1,1,0,3,4,0,0,1,0,8,0,0,0,2.9576826059782153,0
49,1,1,0,3,2,1,0,1,0,5,0,0,0,2.8233987867490065,0
82,6,3,3,5,8,2,0,1,0,26,4,0,0,3.6845781853854875,1
51,1,0,0,1,4,2,0,1,0,16,0,0,0,2.0313642685028523,0
48,1,0,0,2,0,0,0,1,0,16,1,0,0,3.4108059516544214,0
52,1,0,0,2,0,1,0,1,0,9,0,0,0,3.285094919758846,0
20,1,1,0,1,3,0,0,1,0,19,1,0,0,2.053649364522403,0
56,1,0,0,1,0,1,0,1,0,14,0,0,0,2.100860951078055,0
160,7,4,2,4,11,6,0,0,1,29,5,0,0,4.131678356651122,1
126,3,4,3,9,14,8,0,0,1,20,5,1,0,4.0187428554643905,1
18,1,1,0,3,0,2,0,1,0,17,1,0,0,2.6536015352649613,0
53,3,5,2,8,14,4,0,0,1,27,3,1,0,4.917450595460114,1
57,2,1,0,1,0,2,0,1,0,10,0,0,0,3.2731513779219714,0
47,1,1,0,3,4,2,0,1,0,11,0,0,0,3.2046996334043687,0
142,3,5,3,5,12,7,1,0,1,31,5,1,0,4.209238437344453,1
47,1,0,0,3,3,2,0,1,0,5,1,0,0,3.2952371756942274,0
49,1,1,0,2,3,0,0,1,1,19,1,0,0,2.667659995576991,0
22,1,0,0,2,1,1,0,1,0,5,1,0,0,2.211302905926292,0
104,5,6,2,6,7,8,0,1,1,20,4,1,1,4.999611908387139,1
16,2,0,0,3,3,0,0,0,0,18,1,0,0,2.9061959432848026,0
35,1,0,0,2,2,0,0,0,1,15,0,0,0,2.230623968154377,0
18,1,0,0,2,4,2,0,1,0,7,0,0,0,2.6708206111906776,0
113,4,6,3,7,7,6,1,1,1,36,2,0,0,3.675206161600928,1
180,5,5,3,3,6,5,1,0,0,31,3,0,0,3.593671296796261,1
51,9,4,2,3,18,5,1,0,1,37,5,0,1,4.184488885733598,1
51,2,0,0,3,3,1,0,1,0,18,1,0,0,3.2393260636628303,0
17,1,1,0,3,3,1,0,1,0,13,0,0,0,3.2765056501958734,0
27,2,0,0,2,1,2,0,1,1,14,1,0,0,3.331789024603329,0
42,2,0,0,3,2,0,0,1,0,13,0,0,0,2.263508446952877,0
112,6,6,4,3,7,7,0,1,0,21,4,0,0,4.095091400702579,1
46,2,0,0,2,2,2,0,1,0,14,0,0,0,2.6533837370190634,0
75,4,6,3,9,13,7,1,1,1,24,2,1,0,4.666520564412339,1
85,3,5,4,5,5,8,1,0,1,36,2,0,0,4.964117498708778,1
33,1,0,0,2,4,1,0,0,0,14,1,0,0,3.144489404434541,0
17,1,1,0,3,1,2,0,1,0,14,0,0,0,3.0271597374187977,0
65,8,4,2,3,18,7,1,1,0,33,5,0,1,4.984010956759436,1
20,1,0,0,1,4,2,0,1,0,7,1,0,0,3.1675578568182368,0
54,8,6,4,8,9,4,1,1,1,24,5,0,1,4.46728406514459,1
111,3,6,2,8,19,4,1,0,0,33,3,1,0,4.914531064468604,1
148,4,3,4,8,15,7,1,1,0,31,2,1,0,3.5292539714157805,1
28,2,0,0,1,2,0,0,1,0,12,0,0,0,2.4476759917216406,0
183,3,2,3,5,9,9,0,0,0,33,2,1,0,3.7239020190038707,1
26,1,0,0,2,3,1,0,0,0,6,0,0,0,2.180376479856102,0
167,7,6,4,5,10,4,1,1,0,19,3,0,0,3.587804900120075,1
152,4,5,3,7,17,5,1,0,0,33,3,1,1,4.893094053916004,1
43,1,0,0,3,0,1,0,1,0,15,0,0,0,2.883997467421592,0
137,7,2,1,7,18,9,1,1,1,18,3,0,1,4.516012769122275,1
115,7,7,2,9,9,4,0,0,1,34,4,1,1,3.516005190509244,1
97,3,2,4,7,12,7,0,1,0,26,4,0,1,4.047640880347709,1
120,6,7,2,8,15,8,0,1,1,24,4,0,0,4.41319694027059,1
58,9,4,3,8,6,4,1,0,0,27,5,0,1,4.539814313328302,1
137,7,6,1,6,16,3,1,1,0,23,2,1,0,4.5630150799482605,1
14,2,0,0,2,2,2,0,1,0,11,1,0,0,3.478883988455027,0
190,4,3,3,4,16,8,1,0,0,34,4,0,0,4.315309469862614,1
39,1,0,0,1,3,0,0,1,0,18,1,0,0,2.92916761072723,0
158,4,3,1,9,8,9,0,0,1,25,5,0,0,4.201637346436369,1
42,1,1,0,3,3,2,0,0,0,15,1,0,0,3.27865832846281,0
130,6,7,3,5,13,6,1,0,1,38,2,0,0,4.4392611106908415,1
141,8,2,4,3,18,8,0,0,1,39,4,0,0,3.9406428095410795,1
36,2,0,0,3,2,1,0,1,0,11,1,0,0,3.2445030203976426,0
37,2,1,0,1,0,2,0,1,0,12,0,0,0,3.1193815177194324,0
18,2,0,0,2,2,0,0,1,1,9,1,0,0,3.397302573732893,0
35,2,0,0,1,3,1,0,0,0,11,1,0,0,2.569939928389629,0
13,1,1,0,3,2,2,0,1,1,19,1,0,0,2.477281219184583,0
25,1,0,0,1,3,1,0,1,1,10,0,0,0,3.1749753353290417,0
100,5,6,1,3,17,8,1,0,0,38,5,0,0,3.5332016765442456,1
29,1,0,0,2,2,0,0,0,0,14,0,0,0,2.8815351913397285,0
55,2,1,0,2,0,1,0,1,0,19,0,0,0,2.6623209333197457,0
24,1,1,0,3,0,0,0,1,1,5,1,0,0,3.2053126652396413,0
39,1,0,0,3,2,2,0,1,0,5,1,0,0,2.4229053265126375,0
197,7,4,1,8,14,7,1,1,1,36,2,0,1,4.898200873097425,1
36,2,0,0,3,4,0,0,1,0,8,0,0,0,2.2025572050208213,0
175,5,2,4,4,8,9,1,0,0,26,4,0,0,4.958344563824536,1
15,1,0,0,1,3,1,0,1,1,7,1,0,0,2.6781327655084586,0
51,1,0,0,1,0,0,0,1,0,9,0,0,0,2.678485216451444,0
168,7,6,2,9,14,3,0,0,1,35,5,1,0,4.085024091121341,1
50,1,0,0,2,3,0,0,1,1,6,1,0,0,2.9925399525372547,0
79,5,5,2,6,19,7,1,0,1,27,4,0,0,4.108429085383164,1
64,4,5,3,9,17,2,0,1,1,38,5,0,0,4.878557415543007,1
14,1,0,0,1,3,0,0,1,0,6,1,0,0,3.291594404719579,0
15,1,0,0,2,3,0,0,1,0,6,0,0,0,2.4690239975416883,0
98,3,3,1,3,9,8,1,1,0,18,5,1,1,4.314262061501112,1
10,1,0,0,2,0,2,0,0,0,14,0,0,0,3.2349029796721585,0
113,8,4,1,3,14,5,1,0,1,16,3,1,0,4.971696793567326,1
76,7,7,1,7,5,5,0,0,1,34,5,0,0,4.793502374659598,1
17,1,1,0,3,1,1,0,1,0,17,1,0,0,3.215026667069395,0
132,4,4,3,5,19,3,1,0,0,27,2,0,0,4.160181156477404,1
10,2,1,0,1,2,2,0,1,0,6,1,0,0,2.661148702154812,0
165,9,3,4,4,17,3,1,0,0,34,4,0,0,4.560546753984326,1
32,1,1,0,2,2,1,0,0,0,6,0,0,0,2.0901097525324737,0
80,4,4,4,3,16,4,0,0,1,25,5,0,0,4.378228907472553,1
71,8,6,3,4,5,5,0,1,0,24,3,0,1,4.38420620463987,1
125,5,2,4,3,14,7,1,0,0,19,2,1,0,3.601694593742169,1
150,4,5,4,4,14,9,1,1,1,15,5,0,1,4.2435755151174135,1
33,1,1,0,3,3,0,0,1,0,7,0,0,0,2.9985731528857107,0
188,7,4,4,4,12,9,1,0,1,16,2,0,0,3.9313301846313875,1
32,2,1,0,3,1,0,0,1,0,8,1,0,0,2.1557590791663914,0
56,1,1,0,1,0,1,0,1,0,7,1,0,0,2.5775760188054253,0
34,2,1,0,3,4,1,0,1,0,14,0,0,0,3.2061638690916974,0
46,1,0,0,2,0,0,0,1,0,15,1,0,0,2.055577990540239,0
55,7,3,1,3,18,9,1,0,1,34,3,0,0,4.178411768433708,1
51,1,0,0,1,2,1,0,1,0,10,1,0,0,3.074947905053047,0
69,4,5,3,4,5,3,1,1,0,26,4,1,1,4.762035156957798,1
63,7,2,4,4,16,9,0,0,1,28,5,0,1,4.379273531132512,1
56,5,6,4,8,10,9,1,1,0,30,4,0,0,4.76289601171888,1
21,2,0,0,2,1,2,0,1,0,17,0,0,0,3.1974094948194582,0
58,1,1,0,1,1,1,0,0,0,8,1,0,0,2.2781177267407613,0
67,8,2,4,7,14,6,1,0,0,38,5,0,1,4.130108442878246,1
37,2,0,0,2,2,1,0,1,0,16,1,0,0,3.085414156636927,0
17,1,1,0,1,4,2,0,1,0,16,0,0,0,2.1476520635674845,0
20,2,0,0,3,2,2,0,1,0,17,1,0,0,2.8776824913906873,0
138,3,2,2,9,16,3,0,0,1,18,5,0,0,3.761975098183052,1
81,6,5,1,9,13,9,1,0,1,39,3,1,1,4.633155908773372,1
57,1,1,0,2,4,0,0,0,0,11,1,0,0,2.041774666374134,0
177,8,2,1,7,16,2,1,0,1,19,2,1,0,4.391497600889894,1
23,2,0,0,3,3,2,0,1,0,6,1,0,0,3.001402570374853,0
99,8,5,4,7,12,9,1,1,1,39,4,0,1,3.8992375790767646,1
31,1,0,0,1,3,1,0,1,0,17,0,0,0,2.0079862858565964,0
47,1,0,0,2,1,1,0,1,0,11,1,0,0,2.396895667821545,0
18,1,1,0,1,0,0,0,1,0,11,1,0,0,2.857009292679616,0
32,1,1,0,1,0,1,0,0,0,13,1,0,0,2.4931189825244098,0
126,9,5,1,5,13,2,1,0,1,26,5,1,1,4.532349916003474,1
26,1,0,0,1,2,0,0,1,0,19,1,0,0,3.42764827421349,0
26,2,0,0,2,4,1,0,1,0,13,0,0,0,2.9450518663136576,0
57,1,0,0,1,2,0,0,1,0,18,0,0,0,2.125846940943364,0
10,1,1,0,3,2,1,0,1,0,11,1,0,0,2.4088366232231007,0
37,1,1,0,3,1,2,0,1,0,10,1,0,0,3.4954857542188265,0
16,2,1,0,2,1,1,0,1,0,14,0,0,0,2.5876576130180045,0
130,8,6,4,4,5,9,0,0,1,30,5,0,0,4.276148839719445,1
149,4,3,4,4,11,4,0,0,1,31,2,1,0,3.8301647450287453,1
44,1,0,0,1,3,2,0,1,0,16,0,0,0,2.5469599865206742,0
43,1,0,0,1,4,2,0,1,0,11,1,0,0,3.1762807688481196,0
24,1,0,0,1,4,2,0,1,0,7,0,0,0,2.6616742461475003,0
14,1,0,0,2,4,2,0,1,0,6,0,0,0,2.731814908997089,0
153,9,6,1,6,16,2,0,1,0,38,3,1,0,4.574246807266417,1
51,3,6,1,8,9,2,1,1,1,21,4,0,0,4.213482546387375,1
93,5,4,4,9,16,8,1,0,1,27,5,0,1,4.123679093103775,1
35,2,0,0,1,0,0,0,1,0,14,1,0,0,2.8800972910846276,0
35,1,1,0,1,2,1,0,1,0,14,0,0,0,2.0470423532068827,0
33,2,0,0,3,0,0,0,1,0,5,1,0,0,2.7457307238243076,0
69,3,5,1,6,15,6,1,1,1,19,3,1,1,4.653754804285381,1
66,6,4,1,4,5,4,0,0,0,21,3,1,0,3.6141499834711617,1
29,1,0,0,2,2,0,0,0,0,19,0,0,0,2.1709179041668154,0
43,1,1,0,3,4,0,0,1,1,19,1,0,0,2.023464942961151,0
59,6,2,2,8,15,9,1,1,1,15,3,1,0,4.398940349465718,1
180,3,6,2,4,7,7,1,0,0,24,2,1,0,4.447066154593144,1
57,2,1,0,3,2,1,0,1,0,18,1,0,0,2.8839010081350005,0
22,2,1,0,2,2,2,0,1,0,16,0,0,0,3.10522524774455,0
52,5,5,4,9,7,3,1,0,1,35,5,0,1,4.5479533841479345,1
198,8,3,3,6,17,7,0,0,1,37,4,1,0,4.71078795560324,1
87,5,4,1,8,8,8,1,0,0,38,5,1,1,4.349846004845211,1
23,2,1,0,1,4,0,0,1,0,5,0,0,0,3.495008912829188,0
142,6,7,1,8,13,9,1,1,1,26,5,0,0,4.268035083663139,1
70,9,7,1,7,17,7,1,1,0,18,2,0,1,4.257748567284098,1
41,2,1,0,2,3,1,0,0,0,9,1,0,0,3.0691576902753566,0
34,2,1,0,1,2,2,0,1,0,15,1,0,0,2.3144913831675504,0
65,4,6,2,5,15,7,1,1,0,28,3,1,1,4.648676439073586,1
36,1,1,0,1,4,0,0,1,0,10,1,0,0,3.0429111994166256,0
13,2,0,0,3,0,0,0,1,0,15,0,0,0,3.128603680579201,0
25,1,1,0,3,1,2,0,1,0,9,1,0,0,2.769823612669328,0
53,2,1,0,2,0,1,0,1,0,10,0,0,0,2.290990934335096,0
109,5,3,3,4,18,6,1,0,1,22,3,0,1,3.6133317406441545,1
189,5,4,2,5,6,6,0,0,0,37,4,0,0,4.814897178252528,1
129,5,6,2,4,11,6,1,1,0,38,3,0,1,4.309423775902756,1
137,9,4,2,5,15,4,1,0,0,36,3,0,0,3.79824279542972,1
138,8,2,4,3,5,3,1,1,1,16,5,0,1,3.512219372291353,1
176,3,6,2,3,9,5,0,1,1,16,2,1,0,4.5517116970753655,1
26,2,0,0,2,4,1,0,0,0,10,1,0,0,3.0713231552859708,0
72,8,5,1,9,16,2,1,0,0,39,5,1,0,4.1569459459438525,1
109,4,2,3,7,15,2,1,0,1,18,2,0,0,3.8880226607021426,1
164,7,5,1,7,17,8,1,1,0,15,4,0,0,4.468267228218049,1
10,1,1,0,1,1,2,0,1,0,13,0,0,0,3.1294724259441753,0
136,9,2,2,9,8,9,1,1,0,29,2,0,1,4.357772493335668,1
48,2,1,0,3,4,0,0,0,1,18,1,0,0,2.818185043088738,0
87,9,7,2,3,10,4,0,0,1,32,4,1,0,3.864452687681856,1
57,2,0,0,2,3,1,0,1,1,15,1,0,0,2.112118855454473,0
126,6,5,4,4,9,2,1,0,1,27,2,1,0,4.161282669053774,1
23,1,0,0,3,2,0,0,0,0,11,1,0,0,2.7035905103317304,0
182,9,7,2,4,16,9,0,1,0,32,3,1,0,4.463797753009049,1
143,4,6,2,7,14,8,1,0,0,26,3,0,1,4.244263889151673,1
24,2,0,0,3,1,0,0,0,0,10,1,0,0,3.076905535433854,0
39,2,0,0,2,4,1,0,1,0,17,1,0,0,2.631703784363749,0
137,5,7,4,8,12,9,1,0,0,32,2,1,0,4.872127747138104,1
19,2,0,0,1,3,0,0,1,0,10,1,0,0,2.7353329619806113,0
14,1,1,0,3,3,1,0,0,0,17,1,0,0,2.606330065839824,0
52,1,0,0,2,0,0,0,1,1,13,1,0,0,2.285685495545069,0
39,1,0,0,1,4,0,0,1,0,18,1,0,0,3.3083067934983426,0
13,1,1,0,3,4,1,0,0,0,11,1,0,0,2.298375220605837,0
47,1,1,0,3,1,2,0,1,0,14,1,0,0,2.1982426662875354,0
198,9,4,1,7,11,6,0,0,0,28,5,0,0,4.344033133686094,1
88,4,4,2,8,9,2,0,0,0,36,2,1,0,3.828942923757246,1
142,5,4,2,7,7,6,1,0,1,16,4,0,0,4.214734096030739,1
32,1,0,0,1,3,0,0,1,0,18,0,0,0,2.5746521503858766,0
84,8,4,1,9,6,7,1,0,0,18,4,0,1,4.6710990950430045,1
20,1,0,0,2,3,0,0,1,0,18,1,0,0,2.3268567047230775,0
47,2,1,0,2,4,1,0,1,0,8,0,0,0,2.254557858732867,0
53,2,0,0,1,1,1,0,1,0,9,1,0,0,2.5052286664511856,0
106,4,7,4,6,8,5,0,1,0,19,3,0,1,4.265090342816215,1
12,2,0,0,2,3,2,0,1,0,14,1,0,0,3.188685003708895,0
22,1,0,0,1,1,1,0,1,0,8,1,0,0,2.404235075200045,0
111,3,2,4,3,13,6,1,0,1,23,4,1,0,4.451082584016475,1
197,9,4,4,4,5,4,0,0,1,21,4,0,0,3.5523204587300414,1
172,6,2,1,6,13,3,1,0,0,23,5,0,0,3.5016972126813055,1
18,2,0,0,2,4,0,0,1,0,5,1,0,0,2.968018434875912,0
44,2,0,0,2,0,1,0,1,0,13,1,0,0,2.6437858729400516,0
16,2,0,0,2,2,0,0,0,0,12,1,0,0,3.1659532222158777,0
120,6,2,3,4,8,3,1,1,1,36,5,1,1,4.823250086706549,1
65,3,3,4,9,11,5,0,1,0,28,2,1,0,4.594549441170082,1
129,5,3,2,6,14,6,1,1,1,23,5,0,0,3.5651843694517558,1
31,2,0,0,3,4,1,0,1,0,11,1,0,0,2.60048222373092,0
42,2,0,0,2,3,1,0,1,0,18,0,0,0,2.2962294224780484,0
22,2,0,0,2,1,0,0,1,0,6,1,0,0,2.1333942841325357,0
37,2,0,0,1,1,1,0,1,0,19,1,0,0,3.4042195031481692,0
129,7,3,3,6,11,8,1,0,0,38,3,1,1,4.691090938824132,1
38,1,1,0,1,4,0,0,0,0,7,1,0,0,2.8375767163553327,0
41,2,0,0,2,0,1,0,1,0,12,0,0,0,3.362284393544754,0
127,8,5,1,6,15,8,1,0,1,22,2,0,0,3.6377755058438015,1
147,9,2,1,9,8,5,1,1,1,37,4,1,1,3.6241026245933616,1
94,8,2,4,7,12,9,1,0,0,35,5,0,0,4.160222670836198,1
39,2,0,0,3,1,1,0,0,0,14,1,0,0,3.1350573651672042,0
50,2,0,0,1,1,0,0,1,0,12,1,0,0,2.543647116781656,0
54,2,0,0,2,4,1,0,0,0,15,0,0,0,3.435487653305662,0
50,1,0,0,2,2,1,0,1,1,11,0,0,0,2.5308585008177253,0
141,8,2,3,8,7,9,1,1,0,21,2,0,1,4.227607978344761,1
173,3,2,2,3,6,2,1,0,0,18,3,0,1,4.214936240762944,1
55,1,1,0,1,2,0,0,1,0,12,1,0,0,2.498984899731337,0
40,1,1,0,2,4,0,0,1,0,15,1,0,0,3.404520421206625,0
121,9,3,3,9,13,6,1,1,1,39,2,1,1,4.842659338595138,1
35,2,0,0,3,4,0,0,1,0,10,0,0,0,3.4898391009208236,0
12,2,1,0,3,2,2,0,0,0,11,1,0,0,2.964119069112919,0
25,1,1,0,3,4,2,0,1,0,6,1,0,0,2.6714358089982877,0
103,4,4,1,7,13,3,0,0,0,29,2,0,1,4.628232338386499,1
96,9,4,1,7,14,7,0,0,0,21,5,0,0,3.888860203085405,1
129,3,5,3,9,19,7,1,0,1,34,4,0,1,3.968732489214282,1
173,6,2,3,8,8,2,1,0,0,18,2,0,1,4.233169082344499,1
29,2,0,0,3,0,2,0,1,0,5,0,0,0,2.053622591698797,0
24,1,0,0,2,1,2,0,1,0,15,1,0,0,3.4371841932194194,0
76,4,2,4,9,10,9,0,1,0,16,3,0,1,4.152202300654742,1
168,6,2,4,6,8,2,0,1,1,38,4,0,0,4.886934226763793,1
190,7,5,2,6,6,4,1,1,1,21,4,0,0,4.234897629867291,1
193,6,7,4,5,5,2,1,0,1,26,4,0,1,3.688419055280453,1
128,3,3,4,8,13,3,0,0,1,29,4,0,1,4.14116288128484,1
87,4,4,4,9,14,5,0,1,0,17,4,0,0,4.134284117850292,1
27,1,1,0,1,3,1,0,1,0,15,1,0,0,3.07615167631738,0
36,1,0,0,3,1,2,0,1,0,7,1,0,0,2.641106640841401,0
121,5,6,1,6,11,2,1,0,1,27,3,1,1,3.972584744911399,1
38,2,0,0,3,1,2,0,1,0,12,1,0,0,2.946455667305087,0
162,5,3,1,3,16,5,1,0,1,17,3,1,0,4.020570538930666,1
114,3,4,3,6,14,6,1,0,1,39,4,0,1,3.648843344124015,1
11,2,0,0,1,4,1,0,1,0,11,1,0,0,3.341784855366459,0
130,6,6,3,3,17,2,1,0,1,19,2,0,0,4.719715085449005,1
51,1,0,0,2,4,0,0,1,0,8,0,0,0,3.2452744499265407,0
37,2,1,0,2,0,1,0,1,0,13,1,0,0,2.6418042722794866,0
39,2,1,0,3,2,2,0,0,0,16,1,0,0,2.7260584103417727,0
45,1,1,0,2,2,2,0,0,1,6,0,0,0,3.0863073692125553,0
100,6,6,2,6,16,3,0,1,0,38,5,0,0,3.83524147138376,1
42,1,0,0,2,4,0,0,1,0,10,1,0,0,3.4608166505654596,0
139,3,2,3,6,9,3,1,0,0,16,4,0,1,3.87508513776523,1
125,6,7,2,8,14,7,1,0,1,31,3,1,0,3.5120477958134346,1
11,2,1,0,1,3,2,0,1,0,13,0,0,0,2.933939041042879,0
75,8,7,4,9,18,7,1,1,1,15,3,0,1,4.049379508997712,1
193,6,6,4,9,5,7,1,0,1,29,4,0,0,4.721025103279895,1
51,3,4,4,4,10,2,1,0,1,35,2,0,0,3.8689889001068813,1
18,1,1,0,1,3,1,0,1,0,12,1,0,0,2.753959707463303,0
87,6,2,4,5,15,2,1,0,0,36,4,0,0,4.690576138677819,1
158,3,5,4,6,8,6,1,0,1,20,4,0,0,4.618607472561784,1
50,2,1,0,1,3,2,0,1,0,9,1,0,0,2.2291256475014247,0
25,1,1,0,3,4,1,0,1,0,15,0,0,0,2.64945132049858,0
193,4,7,3,8,6,9,0,1,0,38,3,0,1,4.593353203686124,1
54,1,0,0,2,1,1,0,1,0,10,0,0,0,2.252320403501315,0
22,1,1,0,1,0,2,0,1,0,12,0,0,0,2.2686789262354328,0
120,5,3,2,4,18,8,1,1,0,36,4,1,0,4.248095547637897,1
196,3,4,3,7,11,4,0,1,0,22,3,1,0,3.7117490497955448,1
58,2,1,0,1,2,1,0,1,0,6,0,0,0,2.693844962470699,0
58,2,0,0,2,0,0,0,1,0,12,0,0,0,2.679497151244946,0
25,1,1,0,3,0,1,0,0,0,19,0,0,0,2.4951676967828615,0
18,2,1,0,1,1,2,0,1,0,15,0,0,0,2.6191446091231905,0
148,5,7,4,5,9,7,0,1,1,29,3,0,0,4.141760855940579,1
50,1,1,0,1,4,1,0,1,0,5,1,0,0,2.466681021139471,0
52,9,6,3,3,10,4,0,0,1,37,4,0,0,4.06729202462162,1
83,3,5,3,4,8,9,1,0,0,27,2,1,1,4.151106622723971,1
71,4,3,2,5,10,3,1,1,1,38,5,1,0,4.7355864292054815,1
53,1,1,0,1,1,0,0,1,0,16,0,0,0,2.4815322894117,0
56,1,1,0,2,3,2,0,1,0,13,1,0,0,2.0268102962544736,0
79,6,5,2,4,8,9,0,0,1,27,3,0,0,4.473120405854981,1
103,9,7,4,9,17,8,1,0,0,25,5,0,1,4.8114448403332615,1
67,3,4,4,8,11,3,1,1,1,31,5,1,0,4.233096903465931,1
150,7,3,4,6,16,2,1,1,1,29,4,0,1,4.212796579185424,1
171,6,7,2,8,13,5,1,1,1,16,4,1,1,4.353712355681402,1
56,2,1,0,3,1,1,0,1,0,14,1,0,0,3.095366249405386,0
51,7,4,1,9,14,9,0,0,1,23,4,1,0,3.834122486568783,1
56,6,4,3,6,16,8,1,0,0,27,4,0,1,3.6560186814276205,1
111,3,6,2,6,10,5,0,1,0,21,2,1,1,4.216835991418624,1
159,3,5,2,6,6,4,0,1,0,19,4,0,0,4.4932788285677505,1
140,3,7,2,4,13,3,0,0,1,18,4,0,1,3.993616125335048,1
69,4,3,3,4,17,5,1,0,1,21,2,0,1,3.717974684504939,1
138,3,4,1,5,8,4,1,0,1,15,3,1,0,4.484707276295247,1
93,6,2,1,3,10,3,1,0,1,15,2,0,0,4.625785971045124,1
30,1,1,0,1,4,0,0,1,0,7,1,0,0,2.9461695996573978,0
46,1,1,0,2,1,2,0,1,0,9,0,0,0,2.003276141758336,0
39,2,1,0,3,4,0,0,1,0,6,1,0,0,2.7226337445934723,0
20,1,0,0,2,1,1,0,1,0,9,1,0,0,2.516657432642765,0
18,1,1,0,1,2,0,0,0,0,18,1,0,0,2.523054216264468,0
54,3,7,2,7,10,9,0,1,1,16,4,0,0,4.664587052979089,1
101,7,4,2,3,7,4,1,1,1,17,4,1,0,4.1446180716135,1
53,4,4,4,6,14,2,1,0,0,27,2,0,1,3.7994729629340345,1
12,1,0,0,2,0,2,0,1,0,19,1,0,0,2.0576384684585878,0
178,4,2,3,7,18,7,1,0,1,16,4,0,0,4.062446823611793,1
20,2,0,0,1,2,0,0,1,0,19,0,0,0,2.90916439977946,0
105,3,5,1,3,14,5,1,0,0,28,5,0,0,4.433250386260411,1
16,2,1,0,2,4,0,0,1,0,7,1,0,0,3.442990864800234,0
27,1,0,0,2,3,2,0,1,0,8,0,0,0,3.2288458652601535,0
147,8,4,2,6,5,2,0,0,0,39,4,0,0,4.684802161069614,1
53,8,5,1,3,16,8,1,1,0,25,2,0,0,4.835172704464714,1
